1576360.25, 10365600.0, 4995665.0, 211626304.0, 0.0
1576360.375, 10365599.0, 4995664.0, 211626224.0, 2.854842195976204e-10
1576352.125, 10365158.0, 4994026.5, 211507600.0, 0.00025855141575448215
1569923.0, 9984219.0, 3906877.5, 142415328.0, 123.0971450805664
1557021.25, 9394998.0, 2841299.25, 90310080.0, 479.662841796875
1541307.0, 9004170.0, 2303930.25, 60924220.0, 666.5469970703125
1523330.125, 8731314.0, 1980321.875, 44147336.0, 875.9884643554688
1493914.25, 8469548.0, 1658023.25, 31891762.0, 1083.6517333984375
1457416.0, 8205777.5, 1470249.25, 24361220.0, 1231.58056640625
1435084.0, 8066734.5, 1323198.75, 18984690.0, 1304.3414306640625
1412184.5, 7862941.0, 1207463.625, 15555768.0, 1341.02880859375
1358601.625, 7429367.0, 1035753.875, 11086061.0, 1420.3568115234375
1309433.125, 7057560.5, 911036.375, 9166109.0, 1470.939697265625
1272039.625, 6826588.5, 850623.9375, 7801174.5, 1534.7720947265625
1251625.0, 6642039.5, 816571.125, 7096260.5, 1537.6724853515625
1192623.875, 6227962.0, 734341.3125, 6003882.0, 1591.5457763671875
1143424.5, 5867987.5, 682544.625, 5211605.5, 1613.0916748046875
1093840.625, 5610201.0, 650736.3125, 5016170.0, 1673.2967529296875
1083591.625, 5495273.0, 621702.625, 4379114.5, 1672.1910400390625
1060296.0, 5340404.5, 596016.25, 3929132.0, 1695.516845703125
975080.75, 4870039.0, 542730.625, 3691278.75, 1775.90771484375
956119.125, 4692266.0, 508916.8125, 3145906.25, 1788.0648193359375
925843.9375, 4524415.0, 492309.96875, 2869731.5, 1814.3997802734375
899691.9375, 4364739.5, 474865.34375, 2746007.5, 1824.718505859375
870427.125, 4207381.5, 458635.96875, 2602155.25, 1851.9677734375
796854.375, 3815620.0, 408962.21875, 2223945.25, 1921.8355712890625
734638.0625, 3488051.75, 383186.34375, 2227034.25, 1960.8111572265625
702701.25, 3314467.25, 360540.3125, 1968927.0, 1984.835693359375
658381.75, 3092919.0, 345007.71875, 1940752.25, 2018.198974609375
629038.4375, 2877999.25, 331121.875, 1874139.125, 2003.38671875
535284.375, 2509235.5, 326499.6875, 2895956.25, 2078.7958984375
587504.125, 2690932.25, 310764.03125, 1743324.5, 2037.3094482421875
576799.1875, 2620954.5, 311923.25, 1654909.125, 2032.0667724609375
545256.9375, 2463972.75, 304018.8125, 1606189.0, 2044.1424560546875
468634.53125, 2110563.5, 289134.75, 1770729.25, 2084.479736328125
469750.09375, 2069851.125, 276120.4375, 1451179.75, 2066.479248046875
447894.59375, 1952404.25, 267601.625, 1357086.375, 2075.211181640625
392546.40625, 1692621.125, 261446.953125, 1436482.875, 2096.9453125
382187.71875, 1619643.25, 249951.0625, 1261067.375, 2097.510986328125
327919.4375, 1379580.25, 239150.375, 1320186.0, 2116.697265625
320513.0, 1327860.5, 229924.171875, 1127797.5, 2120.11181640625
293961.375, 1211533.625, 220153.84375, 1118054.25, 2143.198974609375
275124.59375, 1115201.125, 202900.75, 1120506.375, 2153.665283203125
241405.328125, 992323.375, 209758.8125, 1336428.25, 2177.45166015625
264077.46875, 1064762.0, 203492.8125, 1016124.3125, 2157.197265625
257762.171875, 1039433.625, 199353.109375, 974885.25, 2165.513916015625
242477.3125, 978837.0625, 194914.015625, 958499.25, 2179.802001953125
223986.6875, 907085.0625, 189825.3125, 938379.75, 2199.50634765625
210595.5, 847152.9375, 182491.421875, 860191.375, 2208.369384765625
195225.90625, 784973.6875, 174313.703125, 841639.375, 2233.745361328125
186083.171875, 743907.8125, 169046.203125, 809575.1875, 2239.98046875
165462.078125, 670325.125, 166321.71875, 835060.5625, 2261.637451171875
156633.125, 622189.625, 157015.078125, 798727.25, 2264.554443359375
145052.921875, 583190.3125, 155825.859375, 753719.75, 2279.404296875
140822.3125, 557499.4375, 152762.140625, 706674.375, 2280.318603515625
128227.6953125, 515149.15625, 151612.1875, 711333.0625, 2295.214111328125
128697.0546875, 499269.09375, 144789.609375, 691081.25, 2284.402587890625
125922.75, 490209.96875, 146489.8125, 644269.0, 2287.163818359375
121258.984375, 474959.0, 146469.265625, 631509.25, 2294.021484375
115772.3515625, 453144.96875, 144758.296875, 613980.8125, 2300.851318359375
108595.875, 423992.5, 141806.703125, 589871.375, 2307.06494140625
100773.03125, 382634.5625, 135142.265625, 570529.8125, 2310.25830078125
86440.3515625, 335971.125, 138088.6875, 636097.875, 2321.810302734375
92605.8203125, 347894.15625, 132210.9375, 564120.4375, 2308.851806640625
91969.515625, 344772.5625, 131387.984375, 527060.875, 2312.480712890625
88432.09375, 332096.625, 130987.9609375, 521823.78125, 2315.450439453125
80711.171875, 304492.5625, 129322.6484375, 526350.125, 2322.99267578125
78790.453125, 295164.78125, 125904.375, 498258.34375, 2323.20556640625
74870.9296875, 278130.625, 121063.0859375, 477296.09375, 2328.002197265625
68882.5859375, 255421.953125, 117287.5546875, 468372.75, 2334.42138671875
64253.859375, 235291.484375, 110589.53125, 447947.59375, 2340.830078125
60741.01171875, 222728.21875, 108102.375, 441835.6875, 2343.539306640625
60232.19921875, 219109.484375, 106172.1328125, 427291.1875, 2341.479736328125
53950.27734375, 199497.25, 104038.375, 451342.53125, 2353.3837890625
56001.07421875, 203831.0625, 101675.796875, 410224.71875, 2348.7939453125
55256.75390625, 200899.359375, 101008.65625, 401653.3125, 2349.4921875
49517.41015625, 181657.28125, 96931.328125, 401095.28125, 2363.76220703125
50924.59765625, 183683.28125, 95795.53125, 378098.28125, 2357.346923828125
